,distortion,k,obj_name,run_time
0,56952.80113548802,60.0,dog,6.853184223175049
0,56232.79657496726,70.0,dog,7.663369178771973
0,55704.62807836298,80.0,dog,8.558748483657837
0,55262.16509737148,90.0,dog,9.660678148269653
0,39658.103613513245,10.0,bicycle,1.078871250152588
0,37921.64366650147,20.0,bicycle,1.9211058616638184
0,36889.125876571634,30.0,bicycle,2.60288667678833
0,36135.38038412065,40.0,bicycle,2.9427919387817383
0,35582.954070894426,50.0,bicycle,3.6707570552825928
0,35152.56734528572,60.0,bicycle,4.097892761230469
0,34756.21735485847,70.0,bicycle,4.061797380447388
0,34430.041400625385,80.0,bicycle,4.333518028259277
0,34152.10722809218,90.0,bicycle,5.009315013885498
0,27973.31000339726,10.0,chair,0.6336793899536133
0,26446.940215307943,20.0,chair,1.030250072479248
0,25653.755468645304,30.0,chair,1.5000176429748535
0,25062.76620726587,40.0,chair,1.7355830669403076
0,24653.07835842857,50.0,chair,1.9052250385284424
0,24283.65886128487,60.0,chair,2.3780112266540527
0,23961.33044152909,70.0,chair,2.610907554626465
0,23734.904614782987,80.0,chair,2.8123791217803955
0,23477.86219759578,90.0,chair,2.5838375091552734
0,37453.00453686667,10.0,cat,0.9324772357940674
0,35731.74438471325,20.0,cat,1.649702787399292
0,34654.269484006545,30.0,cat,2.5692942142486572
0,33951.98708436519,40.0,cat,3.0724880695343018
0,33370.834783845574,50.0,cat,3.467303514480591
0,32930.19779354799,60.0,cat,3.879807472229004
0,32555.4392878124,70.0,cat,4.003641366958618
0,32219.924657198324,80.0,cat,4.1640684604644775
0,31949.87788855008,90.0,cat,4.369647979736328
0,81034.63672005232,10.0,horse,2.911740303039551
0,77114.35939458315,20.0,horse,5.683104515075684
0,74864.82916289021,30.0,horse,6.305759429931641
0,73482.4253915208,40.0,horse,8.962753772735596
0,72341.56213113533,50.0,horse,8.905639410018921
0,71433.97564133113,60.0,horse,10.748569011688232
0,70695.589396243,70.0,horse,11.756247997283936
0,70013.11038820946,80.0,horse,12.595184564590454
0,69435.34115335037,90.0,horse,13.249215602874756
0,40055.71096019729,10.0,bird,1.125993251800537
0,38091.59521721765,20.0,bird,2.0203492641448975
0,36996.874688574986,30.0,bird,2.6791224479675293
0,36285.953948634655,40.0,bird,3.1864383220672607
0,35717.70091911759,50.0,bird,3.1774442195892334
0,35289.520267624706,60.0,bird,4.434442043304443
0,34893.78322703801,70.0,bird,4.126719951629639
0,34582.18940503747,80.0,bird,4.573456048965454
0,34262.79173667868,90.0,bird,5.396337032318115
0,14695.559569810091,10.0,aeroplane,0.47225522994995117
0,13879.92165634044,20.0,aeroplane,0.4842875003814697
0,13356.869124090592,30.0,aeroplane,0.5765321254730225
0,13044.934563856996,40.0,aeroplane,0.6236834526062012
0,12793.346086625012,50.0,aeroplane,0.6928408145904541
0,12582.283376668527,60.0,aeroplane,0.9114229679107666
0,12414.742162736855,70.0,aeroplane,1.0146963596343994
0,12248.480572337428,80.0,aeroplane,1.0126917362213135
0,12102.174512807673,90.0,aeroplane,1.1109545230865479
0,10868.993675403524,10.0,boat,0.2777378559112549
0,10208.115577798131,20.0,boat,0.3178427219390869
0,9868.377832617178,30.0,boat,0.4250924587249756
0,9577.381424440664,40.0,boat,0.45270395278930664
0,9371.785171060958,50.0,boat,0.5163731575012207
0,9200.772389525097,60.0,boat,0.5304086208343506
0,9068.812795911148,70.0,boat,0.632068395614624
0,8954.879548743109,80.0,boat,0.724928617477417
0,8829.94764591663,90.0,boat,0.8081469535827637
0,16662.571310577285,10.0,bus,0.32282114028930664
0,15735.210606637345,20.0,bus,0.5033378601074219
0,15212.202114536309,30.0,bus,0.6055798530578613
0,14806.779420831941,40.0,bus,0.7690460681915283
0,14515.016695002842,50.0,bus,1.0598719120025635
0,14300.069912966039,60.0,bus,1.126960277557373
0,14100.405997796468,70.0,bus,1.2563388347625732
0,13931.364605812241,80.0,bus,1.267369270324707
0,13784.497841422653,90.0,bus,1.4277942180633545
0,51790.138828645424,10.0,motorbike,1.6854891777038574
0,49412.10783926112,20.0,motorbike,3.1784307956695557
0,48140.08190192035,30.0,motorbike,4.543051481246948
0,47230.59169689087,40.0,motorbike,4.788548231124878
0,46538.06285019943,50.0,motorbike,6.1102399826049805
0,45971.37233971027,60.0,motorbike,5.582839250564575
0,45535.70158962218,70.0,motorbike,6.437396764755249
0,45115.58479668075,80.0,motorbike,7.104698419570923
0,44796.70744768945,90.0,motorbike,7.386200428009033
0,25947.198798426714,10.0,pottedplant,0.6823463439941406
0,24777.57623194348,20.0,pottedplant,1.0808582305908203
0,24069.38136268587,30.0,pottedplant,1.4653944969177246
0,23604.635742437225,40.0,pottedplant,1.954211950302124
0,23219.668448752185,50.0,pottedplant,2.158205032348633
0,22914.79889664268,60.0,pottedplant,2.2156784534454346
0,22675.82785152494,70.0,pottedplant,2.4229490756988525
0,22445.139254340782,80.0,pottedplant,2.8129775524139404
0,22228.819371167905,90.0,pottedplant,2.8585972785949707
0,27123.780967701154,10.0,sheep,1.194730281829834
0,25789.164989294495,20.0,sheep,1.216233253479004
0,25096.98174942538,30.0,sheep,1.6614151000976562
0,24581.74325724256,40.0,sheep,1.8940341472625732
0,24236.463574526013,50.0,sheep,1.9828050136566162
0,23929.100462534276,60.0,sheep,2.3422353267669678
0,23667.406182666542,70.0,sheep,2.6405632495880127
0,23432.828445134164,80.0,sheep,2.7027642726898193
0,23239.209176388016,90.0,sheep,2.93631649017334
